meta_prompt,vanilla_prompt,n1,obj1,n2,obj2,synthetic_prompt
"In one sentence, Describe a real scene about 2 handbag.",2 handbag,2,handbag,0,,"two women are standing in front of a store window, admiring the two different handbags on display."
"In one sentence, Describe a real scene about 1 skis.",1 skis,1,skis,0,,"a skier is gliding down a snowy mountain, their skis slicing through the powdery snow as they make their way down the slope."
"In one sentence, Describe a real scene about 1 bed.",1 bed,1,bed,0,,"a single bed sits in the middle of a white bedroom, with a blue and white striped comforter neatly tucked in and a white pillow at the head."
"In one sentence, Describe a real scene about 2 carrot.",2 carrot,2,carrot,0,,"two carrots are sitting side-by-side in a farmer's market, their bright orange hue contrasting against the green of the surrounding produce."
"In one sentence, Describe a real scene about 1 sports ball.",1 sports ball,1,sports ball,0,,"a basketball is bouncing on the court as two players run after it, trying to gain control of the ball."
"In one sentence, Describe a real scene about 1 cup.",1 cup,1,cup,0,,a white ceramic mug filled with steaming hot coffee sits atop a wooden table in a cozy living room.
"In one sentence, Describe a real scene about 2 car.",2 car,2,car,0,,"two cars are stopped side-by-side at a red light, waiting for the signal to change."
"In one sentence, Describe a real scene about 2 cup.",2 cup,2,cup,0,,"two cups of steaming hot tea sit on a wooden table in a cozy living room, surrounded by a warm fire and the sound of laughter."
"In one sentence, Describe a real scene about 1 scissors.",1 scissors,1,scissors,0,,"one scissors sits on a wooden table, its shiny silver blades reflecting the light from the nearby window."
"In one sentence, Describe a real scene about 2 cup.",2 cup,2,cup,0,,"two cups of steaming hot coffee sit on the kitchen counter, steam rising from the mugs and filling the room with a comforting aroma."
"In one sentence, Describe a real scene about 2 hot dog.",2 hot dog,2,hot dog,0,,"two hot dogs are sizzling on a grill, their buns toasted to perfection and their tops covered in ketchup and mustard."
"In one sentence, Describe a real scene about 2 potted plant.",2 potted plant,2,potted plant,0,,"two potted plants sit side by side on a sunny windowsill, their leaves swaying gently in the breeze."
"In one sentence, Describe a real scene about 1 motorcycle.",1 motorcycle,1,motorcycle,0,,"a single motorcycle is parked on the side of a winding mountain road, its rider perched atop it enjoying the view of the surrounding landscape."
"In one sentence, Describe a real scene about 2 umbrella.",2 umbrella,2,umbrella,0,,"two people huddled together under one large umbrella, trying to stay dry in the pouring rain."
"In one sentence, Describe a real scene about 1 pizza.",1 pizza,1,pizza,0,,"one large pizza with pepperoni, mushrooms, and extra cheese is sitting on a kitchen counter, ready to be devoured."
"In one sentence, Describe a real scene about 1 bottle.",1 bottle,1,bottle,0,,"a single, empty, green glass bottle sits on a wooden table, reflecting the light from the nearby window."
"In one sentence, Describe a real scene about 2 toothbrush.",2 toothbrush,2,toothbrush,0,,"two toothbrushes are side-by-side in a cup on the bathroom sink, bristles facing up."
"In one sentence, Describe a real scene about 1 book.",1 book,1,book,0,,"the sun is setting as a young girl sits on the porch, reading a book about a brave knight's adventures in a magical kingdom."
"In one sentence, Describe a real scene about 1 tv.",1 tv,1,tv,0,,"a family is gathered around a large flat-screen television, watching a movie together and laughing."
"In one sentence, Describe a real scene about 2 mouse.",2 mouse,2,mouse,0,,"two mice are scurrying around a kitchen, looking for crumbs and nibbling on a piece of cheese."
"In one sentence, Describe a real scene about 2 orange.",2 orange,2,orange,0,,"two oranges are sitting side by side on a table, their bright orange skins glistening in the sunlight."
"In one sentence, Describe a real scene about 1 oven.",1 oven,1,oven,0,,"a stainless steel oven sits in the middle of the kitchen, emitting a warm, inviting aroma."
"In one sentence, Describe a real scene about 1 cup.",1 cup,1,cup,0,,a white ceramic cup filled with steaming hot coffee sits on a wooden table in a cozy living room.
"In one sentence, Describe a real scene about 2 bear.",2 bear,2,bear,0,,"two bears are standing on their hind legs facing each other, pawing at the air and making loud growling noises."
"In one sentence, Describe a real scene about 1 fire hydrant.",1 fire hydrant,1,fire hydrant,0,,"a bright red fire hydrant stands tall in the middle of the street, its nozzle ready to be used in case of an emergency."
"In one sentence, Describe a real scene about 1 toothbrush.",1 toothbrush,1,toothbrush,0,,"a bright blue toothbrush sits on the bathroom counter, bristles pointing up and ready to be used."
"In one sentence, Describe a real scene about 2 boat.",2 boat,2,boat,0,,"two boats are sailing side-by-side through the calm ocean, with the sun setting in the background."
"In one sentence, Describe a real scene about 2 bed.",2 bed,2,bed,0,,"two beds are side by side in a cozy bedroom, each covered in warm, inviting blankets."
"In one sentence, Describe a real scene about 2 cup.",2 cup,2,cup,0,,"two cups of steaming hot coffee sit on a wooden table in a cozy cafe, their steam rising into the air."
"In one sentence, Describe a real scene about 1 motorcycle.",1 motorcycle,1,motorcycle,0,,"a man is riding a black motorcycle down a winding country road, the sun setting in the sky behind him."
"In one sentence, Describe a real scene about 1 pizza.",1 pizza,1,pizza,0,,"a large, steaming pizza with melted cheese, pepperoni, and mushrooms is sitting on a kitchen counter, ready to be devoured."
"In one sentence, Describe a real scene about 1 tie.",1 tie,1,tie,0,,"a man wearing a navy blue suit and a bright red tie stands in an office, looking out the window thoughtfully."
"In one sentence, Describe a real scene about 2 bench.",2 bench,2,bench,0,,"two people are sitting side-by-side on a park bench, enjoying the sunshine and chatting."
"In one sentence, Describe a real scene about 1 tie.",1 tie,1,tie,0,,a man is standing in front of a mirror adjusting his navy blue tie before heading off to an important meeting.
"In one sentence, Describe a real scene about 2 tie.",2 tie,2,tie,0,,"two people standing in a business meeting, both wearing matching navy blue ties with white stripes."
"In one sentence, Describe a real scene about 1 bicycle.",1 bicycle,1,bicycle,0,,"a young girl is riding her pink bicycle down a sunny street, a smile on her face and the wind in her hair."
"In one sentence, Describe a real scene about 2 bed.",2 bed,2,bed,0,,"two beds are side by side in a bedroom, each with a white comforter and an array of colorful pillows."
"In one sentence, Describe a real scene about 1 backpack.",1 backpack,1,backpack,0,,"a young student is walking down a busy street carrying a large blue backpack, filled with books and other school supplies."
"In one sentence, Describe a real scene about 1 traffic light.",1 traffic light,1,traffic light,0,,"a red traffic light illuminates the intersection, signaling drivers to stop and wait for the green light."
"In one sentence, Describe a real scene about 1 knife.",1 knife,1,knife,0,,"a sharp, silver kitchen knife glints in the light as it is pulled from a wooden block and used to slice a juicy red tomato."
"In one sentence, Describe a real scene about 1 wine glass.",1 wine glass,1,wine glass,0,,"a single wine glass sits on the table, filled to the brim with a deep red liquid and reflecting the light of the room."
"In one sentence, Describe a real scene about 2 bus.",2 bus,2,bus,0,,"two buses are stopped at a red light, their engines idling and passengers looking out the windows."
"In one sentence, Describe a real scene about 2 cake.",2 cake,2,cake,0,,"two cakes sit side-by-side on a kitchen counter, one chocolate and one vanilla, each topped with colorful sprinkles."
"In one sentence, Describe a real scene about 2 cat.",2 cat,2,cat,0,,"two cats are curled up together on a sunny windowsill, purring and contentedly watching the world go by."
"In one sentence, Describe a real scene about 1 bus.",1 bus,1,bus,0,,"a large yellow bus is driving down the street, filled with children on their way to school."
"In one sentence, Describe a real scene about 1 fork.",1 fork,1,fork,0,,"a single silver fork lies on a white plate, glinting in the sunlight that streams through the window."
"In one sentence, Describe a real scene about 2 sink.",2 sink,2,sink,0,,"two white ceramic sinks sit side by side in a modern kitchen, gleaming under the bright overhead lights."
"In one sentence, Describe a real scene about 1 microwave.",1 microwave,1,microwave,0,,"a white microwave sits on a kitchen countertop, its digital display illuminated and its timer ticking down."
"In one sentence, Describe a real scene about 2 keyboard.",2 keyboard,2,keyboard,0,,"two people are sitting side by side at a desk, typing away on two keyboards."
"In one sentence, Describe a real scene about 1 fork.",1 fork,1,fork,0,,"a single silver fork is sitting on a white plate, waiting to be used to eat a delicious meal."
"In one sentence, Describe a real scene about 1 vase.",1 vase,1,vase,0,,"a white ceramic vase sits on a wooden table, filled with freshly-cut pink roses."
"In one sentence, Describe a real scene about 2 broccoli.",2 broccoli,2,broccoli,0,,"two broccoli heads are sitting side-by-side in a bowl of steaming water, ready to be cooked."
"In one sentence, Describe a real scene about 1 wine glass.",1 wine glass,1,wine glass,0,,"a single, crystal wine glass sits on a white linen tablecloth, its contents glimmering in the soft light of the room."
"In one sentence, Describe a real scene about 2 potted plant.",2 potted plant,2,potted plant,0,,"two potted plants are sitting side by side on a windowsill, their lush green leaves reaching up to the sun."
